Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Apoptotic execution  phase	1/52	0.5187870326405413	0.7368089248388447	0	0	1.3873606996755536	0.9104718602107987	CASP6
Taste transduction	1/52	0.5187870326405413	0.7368089248388447	0	0	1.3873606996755536	0.9104718602107987	PRKX
Drug metabolism: other enzymes	1/52	0.5187870326405413	0.7368089248388447	0	0	1.3873606996755536	0.9104718602107987	ITPA
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism	1/52	0.5187870326405413	0.7368089248388447	0	0	1.3873606996755536	0.9104718602107987	HS3ST5
G alpha (s) signaling events	2/125	0.5225136489409052	0.7388854173803723	0	0	1.1504211793020458	0.7467431883184137	CALCA;GNG12
Amyotrophic lateral sclerosis (ALS)	1/53	0.525517435890853	0.7388854173803723	0	0	1.360611510791367	0.8753792259141394	CHP1
Thrombin signaling through protease-activated receptors	1/53	0.525517435890853	0.7388854173803723	0	0	1.360611510791367	0.8753792259141394	GNG12
GABA A and B receptor activation	1/53	0.525517435890853	0.7388854173803723	0	0	1.360611510791367	0.8753792259141394	GNG12
HIV infection	3/200	0.5304242905867267	0.7426328737082504	0	0	1.0772456411388214	0.6830578095007958	UBA52;POLR2J;POLR2L
Spliceosome	2/127	0.5310397886829559	0.7426328737082504	0	0	1.131898916967509	0.7163995710573291	EIF4A3;SNRPG
RANKL signaling pathway	1/54	0.5321540378444147	0.7426328737082504	0	0	1.3348717252613005	0.8420668342207889	MTOR
Signaling by FGFR in disease	2/128	0.5352639455814431	0.7451192890103959	0	0	1.1228582889232708	0.7017811503576169	UBA52;MTOR
RNA polymerase I transcription	1/55	0.5386981413171773	0.7461966846393493	0	0	1.3100852651212362	0.810418613488643	POLR1C
Calcineurin-dependent NFAT signaling role in lymphocytes	1/55	0.5386981413171773	0.7461966846393493	0	0	1.3100852651212362	0.810418613488643	CHP1
Messenger RNA processing	3/203	0.5404760146298517	0.7468153798210513	0	0	1.0609239130434782	0.6527918086324658	SNRPG;POLR2J;POLR2L
Cytosolic DNA-sensing pathway	1/56	0.5451510307556662	0.7491509416496805	0	0	1.2862001308044473	0.7803278468839451	POLR1C
Thromboxane A2 receptor signaling	1/56	0.5451510307556662	0.7491509416496805	0	0	1.2862001308044473	0.7803278468839451	TGM2
Phospholipid metabolism	3/205	0.5471084459193851	0.7491509416496805	0	0	1.050312096427034	0.6334518803638705	LPCAT3;MBOAT7;PNPLA2
Acute myeloid leukemia	1/57	0.5515139730861285	0.7491509416496805	0	0	1.2631680369989722	0.7516962722948831	MTOR
Pre-NOTCH expression and processing	1/57	0.5515139730861285	0.7491509416496805	0	0	1.2631680369989722	0.7516962722948831	KAT2A
SHP2 signaling	1/57	0.5515139730861285	0.7491509416496805	0	0	1.2631680369989722	0.7516962722948831	NTRK1
PI3K cascade	1/57	0.5515139730861285	0.7491509416496805	0	0	1.2631680369989722	0.7516962722948831	MTOR
Adipogenesis	2/133	0.5559916539163845	0.7534089803069848	0	0	1.0797255215366384	0.6338010360430588	UCP1;ID3
HIV-1 Nef as negative effector of Fas and TNF	1/58	0.5577882176697552	0.753735136604716	0	0	1.2409440868357946	0.7244332844863288	CASP6
Neuronal system	4/283	0.5589194595856718	0.753735136604716	0	0	1.0135940045617464	0.589658206396067	DNAJC5;KCNMB2;GNG12;STX2
RNA degradation	1/59	0.5639749965259562	0.7569138111269411	0	0	1.2194864797816918	0.6984552239356937	CNOT6
Caspase cascade in apoptosis	1/59	0.5639749965259562	0.7569138111269411	0	0	1.2194864797816918	0.6984552239356937	CASP6
Ubiquitin-mediated proteolysis	2/136	0.5681110166201148	0.7588340007711533	0	0	1.055390915458807	0.5967585797015381	ANAPC13;FBXO2
NGF signaling via TRKA from the plasma membrane	2/136	0.5681110166201148	0.7588340007711533	0	0	1.055390915458807	0.5967585797015381	NTRK1;MTOR
RAGE pathway	1/60	0.5700755246384271	0.7596493333067877	0	0	1.1987562492378978	0.6736847420305989	ID3
Clathrin derived vesicle budding	1/61	0.5760910001045502	0.7611064830106544	0	0	1.1787170263788969	0.6500502338109607	BLOC1S1
Glucose metabolism	1/61	0.5760910001045502	0.7611064830106544	0	0	1.1787170263788969	0.6500502338109607	SLC25A10
Leptin signaling pathway	1/61	0.5760910001045502	0.7611064830106544	0	0	1.1787170263788969	0.6500502338109607	MTOR
Biological oxidations	2/139	0.5799905630984852	0.7611064830106544	0	0	1.0321220585522675	0.5622417269652834	GSTM1;GCLM
T cell receptor signaling pathway	2/139	0.5799905630984852	0.7611064830106544	0	0	1.0321220585522675	0.5622417269652834	CHP1;PAK3
p53 signaling pathway	2/139	0.5799905630984852	0.7611064830106544	0	0	1.0321220585522675	0.5622417269652834	KAT2A;CASP6
Shigellosis	1/62	0.5820226046552063	0.7611064830106544	0	0	1.159334827220191	0.6274853290724507	ARPC1B
Circadian rhythm	1/62	0.5820226046552063	0.7611064830106544	0	0	1.159334827220191	0.6274853290724507	UBA52
Toll-like receptor signaling pathway regulation	2/142	0.5916293797110154	0.7691256173262208	0	0	1.009850438370294	0.530045135669024	IRAK1;SARM1
Collagen biosynthesis and modifying enzymes	1/64	0.5936388454585625	0.7691256173262208	0	0	1.12241635263218	0.5853223362600809	PCOLCE2
Ubiquitin-mediated degradation of phosphorylated Cdc25A	1/64	0.5936388454585625	0.7691256173262208	0	0	1.12241635263218	0.5853223362600809	UBA52
Interferon alpha/beta signaling	1/64	0.5936388454585625	0.7691256173262208	0	0	1.12241635263218	0.5853223362600809	IFI35
ERK1/ERK2 MAPK pathway	1/65	0.5993257640849629	0.7707119863183206	0	0	1.104822392086331	0.5656138039021066	NGFR
Glioma	1/65	0.5993257640849629	0.7707119863183206	0	0	1.104822392086331	0.5656138039021066	MTOR
Interleukin-12-mediated signaling events	1/65	0.5993257640849629	0.7707119863183206	0	0	1.104822392086331	0.5656138039021066	MTOR
Beta-1 integrin cell surface interactions	1/66	0.6049333766441067	0.7707119863183206	0	0	1.087769784172662	0.5467532847308761	TGM2
Signaling by TGF-beta receptor complex	1/66	0.6049333766441067	0.7707119863183206	0	0	1.087769784172662	0.5467532847308761	UBA52
Thyroid-stimulating hormone signaling pathway	1/66	0.6049333766441067	0.7707119863183206	0	0	1.087769784172662	0.5467532847308761	MTOR
HIF-1 transcriptional activity in hypoxia	1/66	0.6049333766441067	0.7707119863183206	0	0	1.087769784172662	0.5467532847308761	BNIP3
Cell cycle	6/453	0.6078425306349491	0.7707119863183206	0	0	0.9476608402782899	0.47178292898226454	ANAPC13;SEC13;CENPF;RPS27;TUBB4B;UBA52
Adipocytokine signaling pathway	1/67	0.6104627852239645	0.7707119863183206	0	0	1.0712339219533464	0.5286945886195664	MTOR
Telomerase regulation	1/67	0.6104627852239645	0.7707119863183206	0	0	1.0712339219533464	0.5286945886195664	MTOR
Actin cytoskeleton regulation	3/226	0.6132399770554912	0.7707119863183206	0	0	0.9503801910703841	0.46473490598774625	ARPC1B;GNG12;PAK3
AMPK signaling	1/68	0.6159150766340925	0.7707119863183206	0	0	1.0551916675614732	0.5113946188282538	MTOR
Activation of NF-kappaB in B cells	1/68	0.6159150766340925	0.7707119863183206	0	0	1.0551916675614732	0.5113946188282538	UBA52
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.6159150766340925	0.7707119863183206	0	0	1.0551916675614732	0.5113946188282538	ATP6V1G2
Calcium regulation in the cardiac cell	2/149	0.6178488489682634	0.7707119863183206	0	0	0.9614185024190182	0.4629340002325188	CAMK1;GNG12
NFAT involvement in hypertrophy of the heart	1/69	0.6212913224752332	0.7707119863183206	0	0	1.0396212441811257	0.4948131254846993	CAMK1
Signaling by the B cell receptor (BCR)	2/151	0.6250993183183765	0.7707119863183206	0	0	0.9484166404186757	0.44560856277399064	UBA52;MTOR
Renal cell carcinoma	1/70	0.62659257975858	0.7707119863183206	0	0	1.0245021374204983	0.47891248095444955	PAK3
Signaling events mediated by HDAC class I	1/70	0.62659257975858	0.7707119863183206	0	0	1.0245021374204983	0.47891248095444955	SIRT2
Complement and coagulation cascades	1/70	0.62659257975858	0.7707119863183206	0	0	1.0245021374204983	0.47891248095444955	SERPING1
Nucleotide metabolism	1/70	0.62659257975858	0.7707119863183206	0	0	1.0245021374204983	0.47891248095444955	NME2
Rac1 cell motility signaling pathway	1/71	0.631819890697657	0.7707119863183206	0	0	1.0098150051387462	0.46365747705062293	ARPC1B
Bacterial invasion of epithelial cells	1/71	0.631819890697657	0.7707119863183206	0	0	1.0098150051387462	0.46365747705062293	ARPC1B
Viral myocarditis	1/71	0.631819890697657	0.7707119863183206	0	0	1.0098150051387462	0.46365747705062293	DAG1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.631819890697657	0.7707119863183206	0	0	1.0098150051387462	0.46365747705062293	UBL5
Phagosome	2/154	0.6357751630852129	0.7707119863183206	0	0	0.9295553866615999	0.4210052046757722	ATP6V1G2;TUBB4B
Costimulation by the CD28 family	1/72	0.6369742830128208	0.7707119863183206	0	0	0.9955415948930996	0.449015139656258	MTOR
Cyclin A-Cdk2-associated events at S phase entry	1/72	0.6369742830128208	0.7707119863183206	0	0	0.9955415948930996	0.449015139656258	UBA52
Leishmaniasis	1/72	0.6369742830128208	0.7707119863183206	0	0	0.9955415948930996	0.449015139656258	IRAK1
Myocyte adrenergic pathway	1/72	0.6369742830128208	0.7707119863183206	0	0	0.9955415948930996	0.449015139656258	DAG1
Myometrial relaxation and contraction pathways	2/155	0.6392806472003483	0.7707119863183206	0	0	0.9234326703003705	0.4131546025801916	CALCA;GNG12
Carbohydrate metabolism	3/235	0.6395275113408587	0.7707119863183206	0	0	0.9130903298350824	0.408174787984892	SLC25A10;HS3ST5;B4GALT5
Degradation of beta-catenin by the destruction complex	1/73	0.6420567703428891	0.7707119863183206	0	0	0.9816646682653877	0.4349545596431259	UBA52
Myc repressed pathway	1/73	0.6420567703428891	0.7707119863183206	0	0	0.9816646682653877	0.4349545596431259	TMEM126A
RANKL regulation of apoptosis and immune response	1/74	0.6470683521496061	0.7707119863183206	0	0	0.968167931408298	0.42144673937055716	ADAM9
E2F transcription factor network	1/74	0.6470683521496061	0.7707119863183206	0	0	0.968167931408298	0.42144673937055716	KAT2A
Wnt/calcium/cyclic GMP pathway	1/74	0.6470683521496061	0.7707119863183206	0	0	0.968167931408298	0.42144673937055716	WNT9A
Gastric acid secretion	1/74	0.6470683521496061	0.7707119863183206	0	0	0.968167931408298	0.42144673937055716	PRKX
Prolactin activation of MAPK signaling	1/75	0.6520100142964982	0.7749525805515582	0	0	0.9550359712230215	0.40846445144604776	MTOR
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	1/76	0.6568827286269463	0.7790934688366108	0	0	0.9422541966426858	0.39598211099443925	UBA52
G alpha (12/13) signaling events	1/77	0.6616874538011867	0.783136416840645	0	0	0.9298087845513063	0.383975656883125	GNG12
Apoptosis regulation	1/78	0.6664251350197723	0.7843442735426549	0	0	0.9176866299168458	0.37242244439531125	UBA52
Signaling by SCF-KIT	1/78	0.6664251350197723	0.7843442735426549	0	0	0.9176866299168458	0.37242244439531125	MTOR
Pathways in cancer	4/325	0.667251801812635	0.7843442735426549	0	0	0.8790710846785613	0.3556614277062891	NTRK1;DVL2;WNT9A;MTOR
Antigen processing: cross presentation	1/79	0.6710967046354267	0.7843442735426549	0	0	0.9058752997601919	0.3613011454967456	UBA52
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	1/79	0.6710967046354267	0.7843442735426549	0	0	0.9058752997601919	0.3613011454967456	MTOR
Unfolded protein response	1/79	0.6710967046354267	0.7843442735426549	0	0	0.9058752997601919	0.3613011454967456	ACADVL
Nuclear beta-catenin signaling and target gene transcription regulation	1/80	0.6757030818131982	0.7864510972971042	0	0	0.8943629906201621	0.35059165847604884	KCNIP4
Opioid signaling	1/80	0.6757030818131982	0.7864510972971042	0	0	0.8943629906201621	0.35059165847604884	GNG12
MAP kinase signaling pathway	1/81	0.6802451730800891	0.7900984308445756	0	0	0.8831384892086331	0.3402750236493287	MAP4K5
APC/C-mediated degradation of cell cycle proteins	1/82	0.6847238724838143	0.7903911367560078	0	0	0.8721911359801048	0.33033334625688815	UBA52
ATM-dependent DNA damage response	1/82	0.6847238724838143	0.7903911367560078	0	0	0.8721911359801048	0.33033334625688815	DVL2
SMAD2/3 nuclear pathway	1/82	0.6847238724838143	0.7903911367560078	0	0	0.8721911359801048	0.33033334625688815	KAT2A
Class A GPCRs (rhodopsin-like)	3/253	0.6882782423803874	0.7922286363364539	0	0	0.8465652173913043	0.31624468102281983	GPR35;RHO;GPR75
Response to elevated platelet cytosolic calcium	1/83	0.6891400615547051	0.7922286363364539	0	0	0.8615107913669064	0.3207497256405175	SERPING1
Cell junction organization	1/84	0.6934946097102997	0.7923634950050472	0	0	0.851087804455231	0.3115081893481361	RSU1
Differentiation pathway in PC12 cells	1/84	0.6934946097102997	0.7923634950050472	0	0	0.851087804455231	0.3115081893481361	NTRK1
ECM-receptor interaction	1/84	0.6934946097102997	0.7923634950050472	0	0	0.851087804455231	0.3115081893481361	DAG1
TGF-beta regulation of skeletal system development	1/85	0.6977883742452211	0.7924276881610709	0	0	0.8409129838985954	0.30259363278728413	ID3
MicroRNAs in cardiomyocyte hypertrophy	1/85	0.6977883742452211	0.7924276881610709	0	0	0.8409129838985954	0.30259363278728413	MTOR
Myc active pathway	1/85	0.6977883742452211	0.7924276881610709	0	0	0.8409129838985954	0.30259363278728413	KAT2A
Mitotic G2-G2/M phases	1/87	0.706196922600247	0.8003565122802799	0	0	0.82127321398695	0.2856890472983024	TUBB4B
DNA replication pre-Initiation	1/88	0.7103133623698493	0.8015257549442476	0	0	0.8117919457537418	0.27767266454488027	UBA52
HIF-1 degradation in normoxia	1/88	0.7103133623698493	0.8015257549442476	0	0	0.8117919457537418	0.27767266454488027	LAMTOR5
Calcium signaling pathway	2/178	0.7127403272252693	0.8015257549442476	0	0	0.8018132589432229	0.27152453647893665	CHP1;PRKX
Prostate cancer	1/89	0.7143723306098463	0.8015257549442476	0	0	0.8025261608894703	0.26993046158897716	MTOR
Salivary secretion	1/89	0.7143723306098463	0.8015257549442476	0	0	0.8025261608894703	0.26993046158897716	PRKX
Cytokine-cytokine receptor interaction	3/265	0.7179441742275592	0.8028051109119921	0	0	0.8072933952870893	0.2675075365151199	IL15RA;NGFR;CRLF2
Thymic stromal lymphopoietin (TSLP) pathway	1/90	0.7183746268766846	0.8028051109119921	0	0	0.793468595909789	0.2624509113676054	IL15RA
Transmembrane transport of small molecules	5/432	0.7232765849376586	0.8066762706759969	0	0	0.8245440092993043	0.2671222276332184	ABCA2;ATP6V1G2;SLC25A10;SLC3A2;GNG12
Extracellular matrix organization	1/93	0.7300493141820608	0.8119923944241216	0	0	0.7674773224898342	0.2414815156465779	PCOLCE2
TGF-beta signaling pathway	2/185	0.7324693389055854	0.8119923944241216	0	0	0.7708666232664576	0.2399968328918151	TRAP1;EID2
Cell surface interactions at the vascular wall	1/94	0.7338326987041527	0.8119923944241216	0	0	0.7591861994275547	0.23494854723709965	SLC3A2
Fc gamma receptor-mediated phagocytosis	1/94	0.7338326987041527	0.8119923944241216	0	0	0.7591861994275547	0.23494854723709965	ARPC1B
G-protein signaling pathways	1/95	0.7375632457753931	0.8137786565649392	0	0	0.7510714832389408	0.2286287412772396	GNG12
Immune system	12/998	0.7415133255911717	0.8137786565649392	0	0	0.8539781662374365	0.25539254340611495	DCTN6;ANAPC13;SEC13;IRAK1;FBXO2;EIF4A3;IFI35;UBE2V1;UBA52;ASB3;TRIM11;MTOR
Chemokine signaling pathway	2/189	0.7432195801654672	0.8137786565649392	0	0	0.7542230544991216	0.22382605902859362	PRKX;GNG12
Interferon-gamma signaling pathway	1/97	0.7448687584054506	0.8137786565649392	0	0	0.7353492206235012	0.2165950828820162	MTOR
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	1/97	0.7448687584054506	0.8137786565649392	0	0	0.7353492206235012	0.2165950828820162	BNIP3
Insulin signaling pathway	3/277	0.7453829967270922	0.8137786565649392	0	0	0.7714614408124405	0.22669942417732755	PRKX;MAP4K5;MTOR
Transmission across chemical synapses	2/190	0.7458488858514287	0.8137786565649392	0	0	0.7501728243336662	0.21997487655615347	DNAJC5;GNG12
Wnt signaling pathway and pluripotency	1/98	0.7484451641075877	0.8137786565649392	0	0	0.7277312170881851	0.21086546086262303	DVL2
Interleukin-2 signaling pathway	10/847	0.7485022937388746	0.8137786565649392	0	0	0.8387185602679067	0.24296084021427639	NTRK1;TRAP1;TPST1;ID3;BLVRB;TAX1BP3;PRKX;VEZF1;TRPV1;B4GALT5
Senescence and autophagy	1/99	0.751971612935802	0.8143939669053762	0	0	0.7202686830127735	0.20531741713445145	MTOR
Granule cell survival pathway	1/99	0.751971612935802	0.8143939669053762	0	0	0.7202686830127735	0.20531741713445145	POLR2J
GnRH signaling pathway	1/101	0.758877411591791	0.8202894564604909	0	0	0.7057913669064748	0.19473844454014377	PRKX
G alpha (i) signaling events	2/199	0.76849108726731	0.8247434830907244	0	0	0.7155711118034048	0.18842870301913062	RHO;GNG12
Jak-STAT signaling pathway	2/199	0.76849108726731	0.8247434830907244	0	0	0.7155711118034048	0.18842870301913062	IL15RA;CRLF2
Chagas disease	1/104	0.7688785056264685	0.8247434830907244	0	0	0.6851295662499127	0.18006733664935126	IRAK1
Interleukin-4 signaling pathway	1/104	0.7688785056264685	0.8247434830907244	0	0	0.6851295662499127	0.18006733664935126	MTOR
Endocytosis	2/201	0.773278783892699	0.8278805300835957	0	0	0.7083068773470239	0.18211677859827352	NTRK1;ACAP3
Platelet activation, signaling and aggregation	2/205	0.7825961736469169	0.8362599112684197	0	0	0.6942078213085309	0.17017703519494035	SERPING1;GNG12
S phase	1/112	0.7935729772080897	0.8463772627637611	0	0	0.6354916067146283	0.14693187107768607	UBA52
Fas signaling pathway	1/115	0.8021396527934413	0.8538905981349536	0	0	0.6186734822668182	0.13640052372317443	HSPB1
CXCR4 signaling pathway	1/116	0.8049157449068935	0.8552229789635744	0	0	0.6132624335314357	0.1330887854987185	MTOR
Cell cycle checkpoints	1/117	0.8076530240976103	0.8565091616611707	0	0	0.6079446787397668	0.1298708070148402	UBA52
Prolactin regulation of apoptosis	1/118	0.8103520311201674	0.857749980110215	0	0	0.6027178257394085	0.12674343376015756	HAX1
Lipid and lipoprotein metabolism	5/489	0.8154556401417029	0.8600987888749209	0	0	0.7252895578210774	0.1479650565551598	ACADVL;LPCAT3;MBOAT7;FAR2;PNPLA2
Interleukin-1 regulation of extracellular matrix	1/120	0.8156373541558966	0.8600987888749209	0	0	0.5925276585454325	0.12074851063273088	IL15RA
Lysosome	1/121	0.8182247144794621	0.8612083767785708	0	0	0.5875599520383693	0.11787525994070612	ABCA2
Signaling by PDGF	1/122	0.8207758915344251	0.8622757961625702	0	0	0.5826743563826625	0.11508120183783832	MTOR
Innate immune system	3/319	0.8249703477133182	0.8650623646115355	0	0	0.6674807374793615	0.12842852390902507	IRAK1;UBE2V1;UBA52
GPCR ligand binding	4/410	0.826767044907053	0.8652326296045685	0	0	0.6919838781907748	0.13163769202672346	CALCA;RHO;WNT9A;GNG12
Integration of energy metabolism	1/125	0.828217329942341	0.8652326296045685	0	0	0.5684903689951265	0.10714888468560982	GNG12
Axon guidance	3/325	0.8344142715988384	0.8682928612545605	0	0	0.6548406697272482	0.11854270997186768	SLIT1;CHP1;PAK3
HIV factor interactions with host	1/128	0.8353508554943608	0.8682928612545605	0	0	0.5549764912479466	0.09984218886527502	UBA52
Cell-cell communication	1/129	0.8376624820123942	0.8682928612545605	0	0	0.5506126348920863	0.09753553631044946	RSU1
PDGFB signaling pathway	1/129	0.8376624820123942	0.8682928612545605	0	0	0.5506126348920863	0.09753553631044946	ARPC1B
Focal adhesion	2/233	0.8388854381461173	0.8682928612545605	0	0	0.609186240955194	0.10702252570014296	ZYX;PAK3
Signal transduction	11/1020	0.8476389732738782	0.8757375027746697	0	0	0.7611792376077985	0.125823287943302	NTRK1;NGFR;MOB1A;KAT2A;CALCA;ATP6V1G2;IRAK1;MIB2;DVL2;GNG12;MTOR
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	1/135	0.8508686571113948	0.8758482874119128	0	0	0.5257972726296575	0.08491494597763044	NME2
Mitotic G1-G1/S phases	1/135	0.8508686571113948	0.8758482874119128	0	0	0.5257972726296575	0.08491494597763044	UBA52
Diabetes pathways	1/137	0.8550283362190189	0.8769120596323027	0	0	0.5180120609394837	0.0811313954400927	ACADVL
Natural killer cell-mediated cytotoxicity	1/137	0.8550283362190189	0.8769120596323027	0	0	0.5180120609394837	0.0811313954400927	CHP1
EGF/EGFR signaling pathway	1/141	0.8630040304309495	0.8834767537805888	0	0	0.503108941418294	0.07412601756359048	ELK4
SLC-mediated transmembrane transport	2/251	0.8677629184737629	0.8867304139595282	0	0	0.5646267379989272	0.08008481415706445	SLC25A10;SLC3A2
Interleukin-4 regulation of apoptosis	2/267	0.8893702698850982	0.9071576752828001	0	0	0.5301001294189769	0.06214980250628522	CHST10;ID3
Hemostasis pathway	4/468	0.8945659319881156	0.9100217636050386	0	0	0.6036677115987461	0.06725864654250624	KCNMB2;SERPING1;SLC3A2;GNG12
Neuroactive ligand-receptor interaction	2/272	0.8954224839750113	0.9100217636050386	0	0	0.5201497526407274	0.05745554555596438	GPR35;TRPV1
Fatty acid, triacylglycerol, and ketone body metabolism	1/173	0.9129183954083697	0.9261251714721437	0	0	0.40883804584239586	0.037248736839878456	ACADVL
Developmental biology	3/420	0.9347202995880696	0.9465308448897238	0	0	0.503180064643937	0.03396864924675459	SLIT1;GDF1;PAK3
Gastrin-CREB signaling pathway via PKC and MAPK	1/206	0.9454665540388235	0.9556878140824864	0	0	0.3424460431654676	0.019203266405738446	GNG12
Antigen-activated B-cell receptor generation of second messengers	1/211	0.9492032409934105	0.9577392413620562	0	0	0.3342069201781432	0.017422988786069054	CHP1
Generic transcription pathway	2/377	0.9693395791729529	0.9763007251634228	0	0	0.3724861612515042	0.011599325435671246	KAT2A;UBA52
Oncostatin M	1/311	0.9877627406663788	0.9930732930355529	0	0	0.22523787421675562	0.00277329788322552	TGM2
Olfactory transduction	1/432	0.997833006611727	0.9996785624597653	0	0	0.1609941744979886	3.492518617433424E-4	PRKX
Signaling by GPCR	4/977	0.9995127448061717	0.9996785624597653	0	0	0.2802653461646267	1.3659402634633858E-4	CALCA;RHO;WNT9A;GNG12
TGF-beta regulation of extracellular matrix	1/565	0.9996785624597653	0.9996785624597653	0	0	0.12218097862135824	3.927986658162925E-5	ASNA1
