""	"Gene.name"	"logFC"	"logCPM"	"F"	"PValue"	"Gene.type"	"Gene.description"	"NCBI.gene..formerly.Entrezgene..ID"	"de"
"ENSMUSG00000016496.7"	"Cd274"	1.10700706866965	3.53694189996679	1.35899535313778	0.250684738948607	"protein_coding"	"CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446]"	60533	"no_sig"
"ENSMUSG00000059878.12"	"Zfp422"	0.868935997841515	4.34009932706428	1.35728745844027	0.250977735860011	"protein_coding"	"zinc finger protein 422 [Source:MGI Symbol;Acc:MGI:1914505]"	67255	"no_sig"
"ENSMUSG00000016024.9"	"Lbp"	0.940508322302947	3.97590458293158	1.35575226098507	0.251241475034694	"protein_coding"	"lipopolysaccharide binding protein [Source:MGI Symbol;Acc:MGI:1098776]"	16803	"no_sig"
"ENSMUSG00000022313.10"	"Utp23"	-0.817547823481084	4.32243379056953	1.35430850200779	0.251489825102037	"protein_coding"	"UTP23 small subunit processome component [Source:MGI Symbol;Acc:MGI:1925831]"	78581	"no_sig"
"ENSMUSG00000035455.12"	"Fignl1"	1.37520704825953	3.01913598517765	1.35409568891172	0.251526458649376	"protein_coding"	"fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]"	60530	"no_sig"
"ENSMUSG00000047220.5"	"Ccdc36"	-1.41065548061259	3.09254698342548	1.35279891831473	0.251749829943465	"protein_coding"	"coiled-coil domain containing 36 [Source:MGI Symbol;Acc:MGI:3612242]"	434438	"no_sig"
"ENSMUSG00000028487.18"	"Bnc2"	-0.872992199010216	4.45163372948768	1.35463095981355	0.251851421200882	"protein_coding"	"basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]"	242509	"no_sig"
"ENSMUSG00000102206.5"	"Pcdha11"	0.598376500375829	5.6313472580472	1.35603721426607	0.251979280952096	"protein_coding"	"protocadherin alpha 11 [Source:MGI Symbol;Acc:MGI:1298372]"	12942	"no_sig"
"ENSMUSG00000031534.15"	"Smim19"	-0.488900812687465	5.8274305127773	1.35132977761377	0.252003195350406	"protein_coding"	"small integral membrane protein 19 [Source:MGI Symbol;Acc:MGI:2142501]"	102032	"no_sig"
"ENSMUSG00000031696.9"	"Vps35"	-0.40454875367655	6.61987106404534	1.35098243187902	0.252063145090707	"protein_coding"	"VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467]"	65114	"no_sig"
"ENSMUSG00000056952.13"	"Tatdn2"	0.603180276991105	5.05542825905873	1.35052058314168	0.252142885275155	"protein_coding"	"TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]"	381801	"no_sig"
"ENSMUSG00000035835.14"	"Plppr3"	-0.715176352795777	4.47601463082965	1.34773958059971	0.252623712333356	"protein_coding"	"phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]"	216152	"no_sig"
"ENSMUSG00000042271.13"	"Nxt2"	0.766838813659873	4.59491709263161	1.346606804456	0.252819898329506	"protein_coding"	"nuclear transport factor 2-like export factor 2 [Source:MGI Symbol;Acc:MGI:2147914]"	237082	"no_sig"
"ENSMUSG00000046818.7"	"Ddit4l"	1.54638718051038	1.96364100900503	1.34617554335395	0.252894639284168	"protein_coding"	"DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534]"	73284	"no_sig"
"ENSMUSG00000026519.16"	"Tmem63a"	-0.372327841554527	7.14545029413043	1.34567852439461	0.252980811272475	"protein_coding"	"transmembrane protein 63a [Source:MGI Symbol;Acc:MGI:2384789]"	208795	"no_sig"
"ENSMUSG00000042404.16"	"Dennd4b"	-1.03566485724244	3.70560216870408	1.34500457881565	0.25309771773887	"protein_coding"	"DENN/MADD domain containing 4B [Source:MGI Symbol;Acc:MGI:2446201]"	229541	"no_sig"
"ENSMUSG00000029185.14"	"Fam114a1"	-0.61058300101629	5.00565249384145	1.34451898924384	0.253181993267457	"protein_coding"	"family with sequence similarity 114, member A1 [Source:MGI Symbol;Acc:MGI:1915553]"	68303	"no_sig"
"ENSMUSG00000070738.10"	"Dgkd"	-0.944080354620031	3.94460058160434	1.34434483754933	0.253212226468693	"protein_coding"	"diacylglycerol kinase, delta [Source:MGI Symbol;Acc:MGI:2138334]"	227333	"no_sig"
"ENSMUSG00000026558.13"	"Uck2"	-0.468759272049177	6.37836447322189	1.34395530946637	0.253279866129125	"protein_coding"	"uridine-cytidine kinase 2 [Source:MGI Symbol;Acc:MGI:1931744]"	80914	"no_sig"
"ENSMUSG00000031487.5"	"Brf2"	0.808072792084213	4.2849014216875	1.34311380388473	0.253426067569548	"protein_coding"	"BRF2, RNA polymerase III transcription initiation factor 50kDa subunit [Source:MGI Symbol;Acc:MGI:1913903]"	66653	"no_sig"
"ENSMUSG00000030452.16"	"Nipa2"	0.900294690694193	4.10233869296333	1.34245778819986	0.253540116482034	"protein_coding"	"non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MGI Symbol;Acc:MGI:1913918]"	93790	"no_sig"
"ENSMUSG00000016257.15"	"Prelid3b"	0.532643942297753	5.61073402857691	1.34021874226216	0.253929866307549	"protein_coding"	"PRELI domain containing 3B [Source:MGI Symbol;Acc:MGI:1913640]"	66390	"no_sig"
"ENSMUSG00000050552.8"	"Lamtor4"	-0.413548138448495	6.84489952975615	1.33928250815731	0.254093061124644	"protein_coding"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:MGI Symbol;Acc:MGI:1913346]"	66096	"no_sig"
"ENSMUSG00000017421.18"	"Zfp207"	0.438106529290734	6.20277098573538	1.33918318146053	0.254110382537823	"protein_coding"	"zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045]"	22680	"no_sig"
"ENSMUSG00000047213.14"	"Ythdf3"	0.437236999498646	6.20493330418248	1.33867993359274	0.254198166062717	"protein_coding"	"YTH N6-methyladenosine RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1918850]"	229096	"no_sig"
"ENSMUSG00000057363.12"	"Uxs1"	0.380618076300969	6.8172232514162	1.33770450292838	0.254368423717283	"protein_coding"	"UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]"	67883	"no_sig"
"ENSMUSG00000044949.4"	"Ubtd2"	1.53376938198882	2.34682384056749	1.33610318738882	0.254648240536025	"protein_coding"	"ubiquitin domain containing 2 [Source:MGI Symbol;Acc:MGI:2444752]"	327900	"no_sig"
"ENSMUSG00000075700.9"	"Selenot"	-0.362149483975068	7.48962471002966	1.33521458197501	0.254803685352485	"protein_coding"	"selenoprotein T [Source:MGI Symbol;Acc:MGI:1916477]"	69227	"no_sig"
"ENSMUSG00000037349.9"	"Nudt22"	-1.41313640203776	2.89828594041871	1.3351054928882	0.254822776724176	"protein_coding"	"nudix (nucleoside diphosphate linked moiety X)-type motif 22 [Source:MGI Symbol;Acc:MGI:1915573]"	68323	"no_sig"
"ENSMUSG00000028690.4"	"Mmachc"	1.15972069927552	3.43426975682979	1.33363345573053	0.25508057114771	"protein_coding"	"methylmalonic aciduria cblC type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1914346]"	67096	"no_sig"
"ENSMUSG00000042508.16"	"Dmtf1"	0.64081362494925	4.99251266101725	1.3327485073195	0.255235709208646	"protein_coding"	"cyclin D binding myb-like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415]"	23857	"no_sig"
"ENSMUSG00000025759.11"	"Mfsd8"	-1.38415217364665	2.78480821936966	1.33249702344744	0.255279818033004	"protein_coding"	"major facilitator superfamily domain containing 8 [Source:MGI Symbol;Acc:MGI:1919425]"	72175	"no_sig"
"ENSMUSG00000023143.10"	"Nagpa"	0.75972452955715	4.72751592668443	1.33221480330467	0.255329329331264	"protein_coding"	"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:1351598]"	27426	"no_sig"
"ENSMUSG00000027074.14"	"Slc43a3"	1.50409850982624	2.27042456687291	1.3304113169443	0.255646011694649	"protein_coding"	"solute carrier family 43, member 3 [Source:MGI Symbol;Acc:MGI:1931054]"	58207	"no_sig"
"ENSMUSG00000027522.15"	"Stx16"	0.60193350733561	5.25184446687559	1.3299585804358	0.255725587958124	"protein_coding"	"syntaxin 16 [Source:MGI Symbol;Acc:MGI:1923396]"	228960	"no_sig"
"ENSMUSG00000026975.10"	"Dph7"	-1.143714535406	3.36255179801022	1.32616066376691	0.256394376394533	"protein_coding"	"diphthamine biosynethesis 7 [Source:MGI Symbol;Acc:MGI:1914478]"	67228	"no_sig"
"ENSMUSG00000052372.10"	"Il1rapl1"	-1.46970344703845	2.87492955156158	1.32590253738602	0.256439911269836	"protein_coding"	"interleukin 1 receptor accessory protein-like 1 [Source:MGI Symbol;Acc:MGI:2687319]"	331461	"no_sig"
"ENSMUSG00000063800.5"	"Prpf38a"	-1.00923070985084	3.87875194746418	1.32576003383845	0.256465054055398	"protein_coding"	"PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [Source:MGI Symbol;Acc:MGI:1916962]"	230596	"no_sig"
"ENSMUSG00000044807.13"	"Zfp354c"	-0.964714113324925	3.89345622303953	1.32533798704928	0.256539536747084	"protein_coding"	"zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621]"	30944	"no_sig"
"ENSMUSG00000021932.13"	"Rnaseh2b"	-0.813187191684233	4.19337930051273	1.32510006183591	0.256581537819303	"protein_coding"	"ribonuclease H2, subunit B [Source:MGI Symbol;Acc:MGI:1914403]"	67153	"no_sig"
"ENSMUSG00000027465.13"	"Tbc1d20"	0.947587011688413	3.96344165021894	1.32448024950875	0.256690994632243	"protein_coding"	"TBC1 domain family, member 20 [Source:MGI Symbol;Acc:MGI:1914481]"	67231	"no_sig"
"ENSMUSG00000003868.14"	"Ruvbl2"	-1.50378152906231	2.52960374390375	1.32378994499356	0.25681296991093	"protein_coding"	"RuvB-like protein 2 [Source:MGI Symbol;Acc:MGI:1342299]"	20174	"no_sig"
"ENSMUSG00000027408.7"	"Cpxm1"	-0.847213922981068	4.18491713114469	1.32294319278083	0.256962689657195	"protein_coding"	"carboxypeptidase X 1 (M14 family) [Source:MGI Symbol;Acc:MGI:1934569]"	56264	"no_sig"
"ENSMUSG00000022055.7"	"Nefl"	-0.316022297562991	11.2138016538067	1.3225920323132	0.257024813124593	"protein_coding"	"neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]"	18039	"no_sig"
"ENSMUSG00000037196.6"	"Pacrg"	1.37556863402509	3.0015966458305	1.32220337478473	0.257093592397275	"protein_coding"	"PARK2 co-regulated [Source:MGI Symbol;Acc:MGI:1916560]"	69310	"no_sig"
"ENSMUSG00000038954.14"	"Supt3"	-0.461672546221611	5.95994981280815	1.32075036873238	0.257350932576107	"protein_coding"	"SPT3, SAGA and STAGA complex component [Source:MGI Symbol;Acc:MGI:1923723]"	109115	"no_sig"
"ENSMUSG00000005204.12"	"Senp3"	-1.38610945561415	2.56564871440973	1.31902724867865	0.25765653653774	"protein_coding"	"SUMO/sentrin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2158736]"	80886	"no_sig"
"ENSMUSG00000024043.13"	"Arhgap28"	0.433213668407956	6.12810480013217	1.31847127723023	0.257755239220645	"protein_coding"	"Rho GTPase activating protein 28 [Source:MGI Symbol;Acc:MGI:2147003]"	268970	"no_sig"
"ENSMUSG00000038495.14"	"Otud7b"	-0.511582703268394	5.59527139424977	1.31651394647594	0.258103110467727	"protein_coding"	"OTU domain containing 7B [Source:MGI Symbol;Acc:MGI:2654703]"	229603	"no_sig"
"ENSMUSG00000031601.16"	"Cnot7"	-0.436011300863118	6.30023263876529	1.3163245705924	0.258136799393576	"protein_coding"	"CCR4-NOT transcription complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1298230]"	18983	"no_sig"
"ENSMUSG00000040811.15"	"Eml2"	-0.323316959350854	9.70719878991387	1.31525816751963	0.258326611010657	"protein_coding"	"echinoderm microtubule associated protein like 2 [Source:MGI Symbol;Acc:MGI:1919455]"	72205	"no_sig"
"ENSMUSG00000102742.1"	"Pcdhga11"	1.48528282885437	2.58227781264812	1.31498692306408	0.2583749187561	"protein_coding"	"protocadherin gamma subfamily A, 11 [Source:MGI Symbol;Acc:MGI:1935228]"	93723	"no_sig"
"ENSMUSG00000026142.15"	"Rhbdd1"	0.756455564228047	4.50636936602988	1.31388448467548	0.258571377645877	"protein_coding"	"rhomboid domain containing 1 [Source:MGI Symbol;Acc:MGI:1924117]"	76867	"no_sig"
"ENSMUSG00000056211.13"	"R3hdm1"	-0.579437348333754	5.19503003541984	1.31100309687062	0.259085750157297	"protein_coding"	"R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]"	226412	"no_sig"
"ENSMUSG00000020745.15"	"Pafah1b1"	-0.315130997731892	9.70511095449472	1.3093951549749	0.259373358643043	"protein_coding"	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]"	18472	"no_sig"
"ENSMUSG00000056770.15"	"Setd3"	-0.391027122921161	7.4459545623004	1.30879045923959	0.259481624135898	"protein_coding"	"SET domain containing 3 [Source:MGI Symbol;Acc:MGI:1289184]"	52690	"no_sig"
"ENSMUSG00000033720.12"	"Sfxn5"	0.920171236815865	3.98100128545369	1.30863240928147	0.25950993108009	"protein_coding"	"sideroflexin 5 [Source:MGI Symbol;Acc:MGI:2137681]"	94282	"no_sig"
"ENSMUSG00000037373.12"	"Ctbp1"	-0.353040648109175	8.4381738571536	1.30858354689373	0.259518683189761	"protein_coding"	"C-terminal binding protein 1 [Source:MGI Symbol;Acc:MGI:1201685]"	13016	"no_sig"
"ENSMUSG00000001018.15"	"Snapin"	0.435816277795841	6.16373235572559	1.30784206572062	0.259651541569525	"protein_coding"	"SNAP-associated protein [Source:MGI Symbol;Acc:MGI:1333745]"	20615	"no_sig"
"ENSMUSG00000051344.13"	"Plekhm3"	0.594025157718838	5.00769784879598	1.30783025817127	0.259653657942858	"protein_coding"	"pleckstrin homology domain containing, family M, member 3 [Source:MGI Symbol;Acc:MGI:2443627]"	241075	"no_sig"
"ENSMUSG00000030677.8"	"Kif22"	0.68154609178745	5.06875375777094	1.30677524972625	0.260235363181377	"protein_coding"	"kinesin family member 22 [Source:MGI Symbol;Acc:MGI:109233]"	110033	"no_sig"
"ENSMUSG00000025133.9"	"Ints4"	1.18959489342057	3.39457639454634	1.30418220440116	0.260308584244059	"protein_coding"	"integrator complex subunit 4 [Source:MGI Symbol;Acc:MGI:1917164]"	101861	"no_sig"
"ENSMUSG00000074064.6"	"Mlycd"	0.920325629167369	4.03704865152709	1.30362907068614	0.260408070562214	"protein_coding"	"malonyl-CoA decarboxylase [Source:MGI Symbol;Acc:MGI:1928485]"	56690	"no_sig"
"ENSMUSG00000020882.17"	"Cacnb1"	-0.521160434496443	5.36120767204132	1.30334390391243	0.260459379414723	"protein_coding"	"calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]"	12295	"no_sig"
"ENSMUSG00000005514.14"	"Por"	-0.469833446253701	5.75953567634332	1.30114288069162	0.260855833793602	"protein_coding"	"P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744]"	18984	"no_sig"
"ENSMUSG00000022890.13"	"Atp5j"	0.647321427396023	5.31790203714101	1.30561419260659	0.260858375596233	"protein_coding"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F [Source:MGI Symbol;Acc:MGI:107777]"	11957	"no_sig"
"ENSMUSG00000047126.17"	"Cltc"	-0.31393345912657	10.0937870372137	1.30092232781552	0.260895602750307	"protein_coding"	"clathrin, heavy polypeptide (Hc) [Source:MGI Symbol;Acc:MGI:2388633]"	67300	"no_sig"
"ENSMUSG00000022094.15"	"Slc39a14"	-1.41936157971922	3.05158873550129	1.30066432049466	0.260942135103836	"protein_coding"	"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]"	213053	"no_sig"
"ENSMUSG00000057315.14"	"Arhgap24"	-1.13123721448797	3.49589002143382	1.29977676243673	0.261102289505	"protein_coding"	"Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647]"	231532	"no_sig"
"ENSMUSG00000040855.15"	"Reps2"	-0.718288294710755	4.66585179173679	1.29953988630438	0.261145053522585	"protein_coding"	"RALBP1 associated Eps domain containing protein 2 [Source:MGI Symbol;Acc:MGI:2663511]"	194590	"no_sig"
"ENSMUSG00000071708.11"	"Sms"	0.367015518046163	6.94142928229363	1.2975369062329	0.261507015132865	"protein_coding"	"spermine synthase [Source:MGI Symbol;Acc:MGI:109490]"	20603	"no_sig"
"ENSMUSG00000030788.16"	"Rnf141"	-0.329941571630292	8.18818966649166	1.29745746099434	0.261521384985457	"protein_coding"	"ring finger protein 141 [Source:MGI Symbol;Acc:MGI:1914400]"	67150	"no_sig"
"ENSMUSG00000029765.12"	"Plxna4"	0.54935666138028	5.44741141647136	1.2971677784541	0.261573790554121	"protein_coding"	"plexin A4 [Source:MGI Symbol;Acc:MGI:2179061]"	243743	"no_sig"
"ENSMUSG00000030515.9"	"Tarsl2"	0.829565542990601	4.39646666806236	1.29643975030415	0.261705554982639	"protein_coding"	"threonyl-tRNA synthetase-like 2 [Source:MGI Symbol;Acc:MGI:2444486]"	272396	"no_sig"
"ENSMUSG00000031548.7"	"Sfrp1"	0.750691240556664	4.3820017423045	1.2960691834437	0.2617726556737	"protein_coding"	"secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]"	20377	"no_sig"
"ENSMUSG00000020235.16"	"Fzr1"	-0.490750087393196	5.91341389013469	1.29525600330987	0.261919979826303	"protein_coding"	"fizzy and cell division cycle 20 related 1 [Source:MGI Symbol;Acc:MGI:1926790]"	56371	"no_sig"
"ENSMUSG00000006398.15"	"Cdc20"	-1.57082454328036	2.39118041218372	1.29380086386082	0.262183871994234	"protein_coding"	"cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"	107995	"no_sig"
"ENSMUSG00000040410.14"	"Fbxl4"	1.12060395545814	3.58796771856443	1.29126379616097	0.262644785521986	"protein_coding"	"F-box and leucine-rich repeat protein 4 [Source:MGI Symbol;Acc:MGI:2140367]"	269514	"no_sig"
"ENSMUSG00000026279.14"	"Thap4"	-0.886711048249935	4.18554370288828	1.29093976024918	0.262703728124742	"protein_coding"	"THAP domain containing 4 [Source:MGI Symbol;Acc:MGI:1914276]"	67026	"no_sig"
"ENSMUSG00000005897.14"	"Nr2c1"	1.44201885488773	2.66594449572861	1.29092133371741	0.262707080444849	"protein_coding"	"nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]"	22025	"no_sig"
"ENSMUSG00000026632.17"	"Tatdn3"	1.3765604346204	2.82206881638156	1.29033979348404	0.262812907521184	"protein_coding"	"TatD DNase domain containing 3 [Source:MGI Symbol;Acc:MGI:1916222]"	68972	"no_sig"
"ENSMUSG00000019055.15"	"Plod1"	0.94159578392158	3.93629909059226	1.29027913192324	0.262823949676918	"protein_coding"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:99907]"	18822	"no_sig"
"ENSMUSG00000023861.17"	"Mpc1"	1.45294981432659	2.99803437886181	1.28974000901078	0.262922111635818	"protein_coding"	"mitochondrial pyruvate carrier 1 [Source:MGI Symbol;Acc:MGI:1915240]"	55951	"no_sig"
"ENSMUSG00000030805.14"	"Stx4a"	-0.384204978303749	6.64793692202046	1.28917379693824	0.263025256299209	"protein_coding"	"syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577]"	20909	"no_sig"
"ENSMUSG00000000420.15"	"Galnt1"	-0.362470530067088	7.27392815371105	1.28905709344122	0.263046522143695	"protein_coding"	"polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]"	14423	"no_sig"
"ENSMUSG00000021900.10"	"Btd"	1.4835582420822	2.54883423990538	1.28893891709862	0.263068058608392	"protein_coding"	"biotinidase [Source:MGI Symbol;Acc:MGI:1347001]"	26363	"no_sig"
"ENSMUSG00000004952.13"	"Rasa4"	0.786407423221657	4.19137873446333	1.28719015049742	0.263387017241275	"protein_coding"	"RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600]"	54153	"no_sig"
"ENSMUSG00000050711.7"	"Scg2"	-0.327799685305997	10.3723175053496	1.28665399994244	0.263484904967161	"protein_coding"	"secretogranin II [Source:MGI Symbol;Acc:MGI:103033]"	20254	"no_sig"
"ENSMUSG00000070476.10"	"Fam217b"	0.468407538843723	5.8287612464666	1.28583203391717	0.263635065702548	"protein_coding"	"family with sequence similarity 217, member B [Source:MGI Symbol;Acc:MGI:1918782]"	71532	"no_sig"
"ENSMUSG00000020844.6"	"Nxn"	-0.530404009785136	5.35109182555924	1.28510962688424	0.263767128772782	"protein_coding"	"nucleoredoxin [Source:MGI Symbol;Acc:MGI:109331]"	18230	"no_sig"
"ENSMUSG00000041649.13"	"Klf8"	1.46122473383257	2.3952390425806	1.28499238648059	0.263788569434105	"protein_coding"	"Kruppel-like factor 8 [Source:MGI Symbol;Acc:MGI:2442430]"	245671	"no_sig"
"ENSMUSG00000024769.7"	"Cdc42bpg"	-1.38372192859638	2.64074839072327	1.28383187305221	0.264000921659453	"protein_coding"	"CDC42 binding protein kinase gamma (DMPK-like) [Source:MGI Symbol;Acc:MGI:2652845]"	240505	"no_sig"
"ENSMUSG00000017404.12"	"Rpl19"	-0.533229373196607	5.43467405425176	1.28366858374266	0.264030818069158	"protein_coding"	"ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:98020]"	19921	"no_sig"
"ENSMUSG00000039294.14"	"Cybc1"	0.548116359797272	5.42414370070302	1.27778837345111	0.265110307017221	"protein_coding"	"cytochrome b 245 chaperone 1 [Source:MGI Symbol;Acc:MGI:2384959]"	217370	"no_sig"
"ENSMUSG00000000838.17"	"Fmr1"	-0.476252858752053	5.82394371078039	1.27759902574568	0.265145161155443	"protein_coding"	"fragile X mental retardation 1 [Source:MGI Symbol;Acc:MGI:95564]"	14265	"no_sig"
"ENSMUSG00000054770.16"	"Kctd18"	-0.72704231383624	4.55081178057256	1.27742721592777	0.265176792082299	"protein_coding"	"potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813]"	51960	"no_sig"
"ENSMUSG00000070883.3"	"Ccdc173"	-1.33171552776812	3.14062639013179	1.27691875607878	0.265270430009178	"protein_coding"	"coiled-coil domain containing 173 [Source:MGI Symbol;Acc:MGI:1923100]"	75051	"no_sig"
"ENSMUSG00000041930.7"	"Fam222a"	1.15506648747906	3.53319259001083	1.27663831973998	0.265322093239659	"protein_coding"	"family with sequence similarity 222, member A [Source:MGI Symbol;Acc:MGI:3605543]"	433940	"no_sig"
"ENSMUSG00000038838.15"	"Vars2"	-0.861091931018902	4.08896643890524	1.276326553856	0.265379543246868	"protein_coding"	"valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"	68915	"no_sig"
"ENSMUSG00000026466.16"	"Tor1aip1"	-0.614347010693726	5.10585834872508	1.27577949845471	0.265480389203184	"protein_coding"	"torsin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:3582693]"	208263	"no_sig"
"ENSMUSG00000025408.15"	"Ddit3"	0.889349675001248	4.07114619658329	1.27490069193228	0.265642493893342	"protein_coding"	"DNA-damage inducible transcript 3 [Source:MGI Symbol;Acc:MGI:109247]"	13198	"no_sig"
"ENSMUSG00000028293.14"	"Slc35a1"	0.926559143012461	3.95232803389596	1.27484616479302	0.26565255614401	"protein_coding"	"solute carrier family 35 (CMP-sialic acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345622]"	24060	"no_sig"
"ENSMUSG00000026987.16"	"Baz2b"	-0.446327299191107	6.49495423039172	1.27317776102378	0.265960673546375	"protein_coding"	"bromodomain adjacent to zinc finger domain, 2B [Source:MGI Symbol;Acc:MGI:2442782]"	407823	"no_sig"
"ENSMUSG00000055368.14"	"Slc6a2"	-1.44211265244604	2.58076789467397	1.27293245226193	0.266006015226719	"protein_coding"	"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 [Source:MGI Symbol;Acc:MGI:1270850]"	20538	"no_sig"
"ENSMUSG00000045210.8"	"Vcpip1"	-0.479912996229408	5.67149711848615	1.2726591965291	0.266056534138859	"protein_coding"	"valosin containing protein (p97)/p47 complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917925]"	70675	"no_sig"
"ENSMUSG00000038718.15"	"Pbx3"	0.87352100027302	4.17011748435776	1.27033547681716	0.266486634974709	"protein_coding"	"pre B cell leukemia homeobox 3 [Source:MGI Symbol;Acc:MGI:97496]"	18516	"no_sig"
"ENSMUSG00000028036.6"	"Ptgfr"	-0.858833992914625	4.32730395001403	1.26954277642322	0.266633560725208	"protein_coding"	"prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796]"	19220	"no_sig"
"ENSMUSG00000029202.12"	"Pds5a"	0.686622640439059	4.8285593930377	1.26952151989779	0.266637502016187	"protein_coding"	"PDS5 cohesin associated factor A [Source:MGI Symbol;Acc:MGI:1918771]"	71521	"no_sig"
"ENSMUSG00000038215.15"	"Cep44"	1.31183802383908	2.95250123425048	1.26775349764543	0.266965582260465	"protein_coding"	"centrosomal protein 44 [Source:MGI Symbol;Acc:MGI:3525111]"	382010	"no_sig"
"ENSMUSG00000028069.16"	"Gpatch4"	-0.406115583151373	6.34031855967123	1.26732764328459	0.267044682512346	"protein_coding"	"G patch domain containing 4 [Source:MGI Symbol;Acc:MGI:1913864]"	66614	"no_sig"
"ENSMUSG00000022893.14"	"Adamts1"	0.957689363569196	3.91727764585982	1.26727728335204	0.267054038595317	"protein_coding"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1 [Source:MGI Symbol;Acc:MGI:109249]"	11504	"no_sig"
"ENSMUSG00000040511.14"	"Pvr"	-1.48412891228364	2.31861167154613	1.26491317150258	0.26749372642898	"protein_coding"	"poliovirus receptor [Source:MGI Symbol;Acc:MGI:107741]"	52118	"no_sig"
"ENSMUSG00000044033.16"	"Ccdc141"	0.408343240387085	6.3734940378116	1.26486955822797	0.267501846527546	"protein_coding"	"coiled-coil domain containing 141 [Source:MGI Symbol;Acc:MGI:1919735]"	545428	"no_sig"
"ENSMUSG00000029135.10"	"Fosl2"	-0.802120440171432	4.17746028347142	1.26402024880519	0.267660037443505	"protein_coding"	"fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]"	14284	"no_sig"
"ENSMUSG00000040824.3"	"Snrpd2"	-0.360548231354196	8.01206183195935	1.26381130310878	0.267698973687856	"protein_coding"	"small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]"	107686	"no_sig"
"ENSMUSG00000034810.7"	"Scn7a"	-0.34112454887862	7.91729112697014	1.26373643721785	0.267712926431717	"protein_coding"	"sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]"	20272	"no_sig"
"ENSMUSG00000098188.1"	"Sowahc"	-0.621777303014922	4.81106743427336	1.26225027029991	0.267990096166809	"protein_coding"	"sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]"	268301	"no_sig"
"ENSMUSG00000029016.13"	"Clcn6"	-0.493600423851505	6.85940601988174	1.27740325485284	0.268247464411679	"protein_coding"	"chloride channel, voltage-sensitive 6 [Source:MGI Symbol;Acc:MGI:1347049]"	26372	"no_sig"
